who,overlap,years,color
ILRI,ICRAF,11,#333333
ILRI,CIP,5,#333333
ILRI,CIMMYT,3,#333333
ILRI,SWLP,1,#333333
ILRI,IRRI,1,#333333
ILRI,CIFOR,1,#333333
ILRI,ICARDA,7,#333333
ILRI,IWMI,4,#333333
ILRI,Bioversity International,1,#333333
IRRI,Non-CGIAR,900,#333333
IRRI,IRRI,131,#333333
IRRI,CIMMYT,30,#333333
IRRI,CIP,4,#333333
IRRI,CIAT,5,#333333
IRRI,ICRISAT,8,#333333
IRRI,AfricaRice,4,#333333
IRRI,ICRAF,3,#333333
IRRI,ICARDA,2,#333333
IRRI,IITA,1,#333333
IRRI,ILRI,1,#333333
IRRI,IWMI,5,#333333
IRRI,Bioversity International,5,#333333
IRRI,WorldFish,3,#333333
IRRI,CPWF,2,#333333
IRRI,IFPRI,1,#333333
ISPC,ISPC,1,#333333
IWMI,IWMI,107,#333333
IWMI,Non-CGIAR,401,#333333
IWMI,IFPRI,4,#333333
IWMI,IITA,3,#333333
IWMI,ICRAF,8,#333333
IWMI,IRRI,5,#333333
IWMI,ICRISAT,9,#333333
IWMI,ICARDA,15,#333333
IWMI,CIMMYT,2,#333333
IWMI,CIAT,3,#333333
IWMI,WorldFish,3,#333333
IWMI,CPWF,1,#333333
IWMI,ILRI,4,#333333
IWMI,CIP,1,#333333
IWMI,AfricaRice,2,#333333
Non-CGIAR,IRRI,900,#333333
Non-CGIAR,CIP,265,#333333
Non-CGIAR,ILRI,656,#333333
Non-CGIAR,ICRAF,265,#333333
Non-CGIAR,AfricaRice,141,#333333
Non-CGIAR,CIFOR,144,#333333
Non-CGIAR,CIAT,385,#333333
Non-CGIAR,IWMI,401,#333333
Non-CGIAR,IITA,324,#333333
Non-CGIAR,ICARDA,220,#333333
Non-CGIAR,CIMMYT,849,#333333
Non-CGIAR,IFPRI,408,#333333
Non-CGIAR,Bioversity International,78,#333333
Non-CGIAR,ICRISAT,102,#333333
Non-CGIAR,CGIAR,1,#333333
Non-CGIAR,PRG,1,#333333
Non-CGIAR,TAC,1,#333333
Non-CGIAR,Science Council,2,#333333
Non-CGIAR,WorldFish,108,#333333
Non-CGIAR,CGIAR Office,1,#333333
Non-CGIAR,HarvestPlus,10,#333333
Non-CGIAR,CPWF,3,#333333
Non-CGIAR,SPIA,1,#333333
Non-CGIAR,ILCI,1,#333333
Non-CGIAR,CCAFS,7,#333333
PPRG,CIAT,1,#333333
PRG,CIAT,1,#333333
PRG,Non-CGIAR,1,#333333
PRG,ICRISAT,1,#333333
PRGA,CIAT,1,#333333
SPIA,Non-CGIAR,1,#333333
SPIA,Science Council,1,#333333
SWLP,ILRI,1,#333333
Science Council,Non-CGIAR,2,#333333
Science Council,Science Council,2,#333333
Science Council,CIFOR,2,#333333
Science Council,SPIA,1,#333333
TAC,AfricaRice,1,#333333
TAC,Non-CGIAR,1,#333333
WorldFish,WorldFish,32,#333333
WorldFish,Non-CGIAR,108,#333333
WorldFish,IRRI,3,#333333
WorldFish,CPWF,2,#333333
WorldFish,ICRISAT,1,#333333
WorldFish,IWMI,3,#333333
WorldFish,ICARDA,1,#333333
