who,overlap,years,color
ICRAF,ICRAF,1,#333333
ICRAF,Bioversity International,1,#333333
ICRAF,CCAFS,3,#333333
ICRAF,ILRI,2,#333333
ICRAF,ICRISAT,3,#333333
ICRAF,IWMI,3,#333333
ICRAF,CIMMYT,1,#333333
ICRAF,CIP,2,#333333
ICRAF,IRRI,2,#333333
ICRAF,IFPRI,1,#333333
ICRAF,ICARDA,1,#333333
ICRISAT,Non-CGIAR,18,#333333
ICRISAT,CIMMYT,4,#333333
ICRISAT,IRRI,1,#333333
ICRISAT,ICRISAT,9,#333333
ICRISAT,CCAFS,1,#333333
ICRISAT,ICRAF,3,#333333
ICRISAT,ILRI,1,#333333
ICRISAT,IWMI,3,#333333
ICRISAT,ICARDA,1,#333333
ICRISAT,IFPRI,1,#333333
ICRISAT,IITA,2,#333333
IFPRI,Non-CGIAR,101,#333333
IFPRI,WorldFish,1,#333333
IFPRI,IITA,1,#333333
IFPRI,IFPRI,12,#333333
IFPRI,CIMMYT,3,#333333
IFPRI,CIAT,3,#333333
IFPRI,IWMI,2,#333333
IFPRI,ILRI,4,#333333
IFPRI,CIP,1,#333333
IFPRI,ICRISAT,1,#333333
IFPRI,ICRAF,1,#333333
IITA,Non-CGIAR,30,#333333
IITA,IFPRI,1,#333333
IITA,CIMMYT,3,#333333
IITA,AfricaRice,2,#333333
IITA,Bioversity International,1,#333333
IITA,CIAT,3,#333333
IITA,IWMI,1,#333333
IITA,ICRISAT,2,#333333
IITA,CIP,2,#333333
ILRI,ILRI,3,#333333
ILRI,Non-CGIAR,78,#333333
ILRI,IRRI,1,#333333
ILRI,CCAFS,1,#333333
ILRI,ICRAF,2,#333333
ILRI,ICRISAT,1,#333333
ILRI,IWMI,1,#333333
ILRI,IFPRI,4,#333333
ILRI,Bioversity International,1,#333333
ILRI,CIFOR,2,#333333
ILRI,CIAT,1,#333333
ILRI,CIMMYT,1,#333333
IRRI,AfricaRice,8,#333333
IRRI,Non-CGIAR,95,#333333
IRRI,ILRI,1,#333333
IRRI,IRRI,6,#333333
IRRI,Bioversity International,1,#333333
IRRI,CGIAR Fellowship,1,#333333
IRRI,ICRISAT,1,#333333
IRRI,CIAT,2,#333333
IRRI,CIMMYT,4,#333333
IRRI,ICRAF,2,#333333
IRRI,CIP,1,#333333
IWMI,IWMI,9,#333333
IWMI,Non-CGIAR,53,#333333
IWMI,ICARDA,2,#333333
IWMI,CCAFS,2,#333333
IWMI,ICRAF,3,#333333
IWMI,ILRI,1,#333333
IWMI,ICRISAT,3,#333333
IWMI,IFPRI,2,#333333
IWMI,CIMMYT,3,#333333
IWMI,IITA,1,#333333
IWMI,CIAT,1,#333333
IWMI,WorldFish,1,#333333
Non-CGIAR,CIP,25,#333333
Non-CGIAR,CIFOR,40,#333333
Non-CGIAR,IFPRI,101,#333333
Non-CGIAR,ICRAF,46,#333333
Non-CGIAR,CIAT,44,#333333
Non-CGIAR,AfricaRice,23,#333333
Non-CGIAR,CIMMYT,119,#333333
Non-CGIAR,WorldFish,4,#333333
Non-CGIAR,IITA,30,#333333
Non-CGIAR,ICRISAT,18,#333333
Non-CGIAR,IWMI,53,#333333
Non-CGIAR,ILRI,78,#333333
Non-CGIAR,ICARDA,43,#333333
Non-CGIAR,IRRI,95,#333333
Non-CGIAR,Bioversity International,4,#333333
Non-CGIAR,CGIAR Fellowship,1,#333333
Non-CGIAR,CCAFS,8,#333333
Non-CGIAR,RTB,1,#333333
RTB,Non-CGIAR,1,#333333
RTB,CIP,1,#333333
WorldFish,IFPRI,1,#333333
WorldFish,Non-CGIAR,4,#333333
WorldFish,CIAT,1,#333333
WorldFish,IWMI,1,#333333
